gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Osteoprogenitors	Chondrocytes	Muscle progenitors	Limb bud mesoderm	Myotome	Dermomyotome	Cardiomyocytes	Endothelial cells	Lateral plate mesoderm	Stromal cells	Hind limb lateral plate mesoderm	Intermediate mesoderm	Cartilage precursors	Myocytes	Limb bud mesenchyme	Apical ectodermal ridge	Branchial arch mesenchyme	Vascular smooth muscle	Mesoderm	Mesenchymal progenitors	Osteoblasts
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FBFA176B	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03C093767	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC061137A41	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09DE07794	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0AD6D8724	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.003	0.01	0.0	0.001	0.001	0.001	0.001	0.306	0.0	0.006	0.011	0.0	0.005	0.023	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.003	0.021	0.031	0.028	0.02	0.007	0.145	0.144	0.182	0.067	0.046	0.063	0.026	0.018	0.005	0.44	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.003	0.021	0.031	0.028	0.02	0.007	0.145	0.144	0.182	0.067	0.046	0.063	0.026	0.018	0.005	0.44	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.003	0.021	0.031	0.028	0.02	0.007	0.145	0.144	0.182	0.067	0.046	0.063	0.026	0.018	0.005	0.44	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	0.003	0.021	0.031	0.028	0.02	0.007	0.145	0.144	0.182	0.067	0.046	0.063	0.026	0.018	0.005	0.44	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	0.066	0.037	0.088	0.064	0.042	0.017	0.033	0.072	0.414	0.116	0.057	0.089	0.292	0.091	0.229	0.412	0.065	1.068	0.173	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.066	0.037	0.088	0.064	0.042	0.017	0.033	0.072	0.414	0.116	0.057	0.089	0.292	0.091	0.229	0.412	0.065	1.068	0.173	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.066	0.037	0.088	0.064	0.042	0.017	0.033	0.072	0.414	0.116	0.057	0.089	0.292	0.091	0.229	0.412	0.065	1.068	0.173	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.066	0.037	0.088	0.064	0.042	0.017	0.033	0.072	0.414	0.116	0.057	0.089	0.292	0.091	0.229	0.412	0.065	1.068	0.173	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.066	0.037	0.088	0.064	0.042	0.017	0.033	0.072	0.414	0.116	0.057	0.089	0.292	0.091	0.229	0.412	0.065	1.068	0.173	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.066	0.037	0.088	0.064	0.042	0.017	0.033	0.072	0.414	0.116	0.057	0.089	0.292	0.091	0.229	0.412	0.065	1.068	0.173	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.115	0.116	0.084	0.117	0.121	0.119	0.107	0.318	0.068	0.135	0.222	0.097	0.16	0.098	0.086	0.041	0.114	0.293	0.131	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.115	0.116	0.084	0.117	0.121	0.119	0.107	0.318	0.068	0.135	0.222	0.097	0.16	0.098	0.086	0.041	0.114	0.293	0.131	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	0.115	0.116	0.084	0.117	0.121	0.119	0.107	0.318	0.068	0.135	0.222	0.097	0.16	0.098	0.086	0.041	0.114	0.293	0.131	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.158	0.089	0.386	0.092	0.138	0.412	0.093	0.782	0.103	0.36	0.035	0.189	0.084	0.771	0.109	0.668	0.113	0.495	0.158	0.285	0.0
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.001	0.0	0.0	0.001	0.001	0.0	0.004	0.003	0.008	0.0	0.0	0.007	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	0.252	0.281	0.12	0.267	0.081	0.135	0.574	0.084	0.182	0.407	0.208	0.496	0.731	0.028	0.665	0.037	0.194	0.126	0.128	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	0.252	0.281	0.12	0.267	0.081	0.135	0.574	0.084	0.182	0.407	0.208	0.496	0.731	0.028	0.665	0.037	0.194	0.126	0.128	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.66	0.581	0.663	0.66	0.772	0.538	0.525	0.955	0.333	0.725	0.177	0.73	0.731	0.523	0.665	0.208	0.518	1.108	0.75	0.97	0.0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.66	0.581	0.663	0.66	0.772	0.538	0.525	0.955	0.333	0.725	0.177	0.73	0.731	0.523	0.665	0.208	0.518	1.108	0.75	0.97	0.0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.66	0.581	0.663	0.66	0.772	0.538	0.525	0.955	0.333	0.725	0.177	0.73	0.731	0.523	0.665	0.208	0.518	1.108	0.75	0.97	0.0
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	0.392	0.17	0.305	0.25	0.235	0.208	0.238	0.397	0.316	0.359	0.322	0.316	0.359	0.139	0.437	0.668	0.443	0.468	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	0.392	0.17	0.305	0.25	0.235	0.208	0.238	0.397	0.316	0.359	0.322	0.316	0.359	0.139	0.437	0.668	0.443	0.468	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.015	0.007	0.0	0.008	0.007	0.011	0.003	0.008	0.0	0.009	0.003	0.006	0.001	0.0	0.01	0.015	0.015	0.0	0.0	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E0348EF	0.012	0.044	0.023	0.01	0.023	0.013	0.005	0.007	0.0	0.02	0.011	0.017	0.044	0.018	0.02	0.011	0.013	0.0	0.083	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05CE52A12	0.012	0.044	0.023	0.01	0.023	0.013	0.005	0.007	0.0	0.02	0.011	0.017	0.044	0.018	0.02	0.011	0.013	0.0	0.083	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.012	0.044	0.023	0.01	0.023	0.013	0.005	0.007	0.0	0.02	0.011	0.017	0.044	0.018	0.02	0.011	0.013	0.0	0.083	0.0	0.0
